File Dati SpectraSuite
++++++++++++++++++++++++++++++++++++
Data: Tue Feb 26 17:28:00 CET 2019
Utente: Studente
Spettro Scuro Presente: Si
Spettro di Riferimento Presente: Si
Numero di Componenti Spettri Campionati: 1
Spettrometri: USB4F01341
Tempo di integrazione (usec): 4000 (USB4F01341)
Media Spettri: 200 (USB4F01341)
Appiattimento Boxcar: 0 (USB4F01341)
Correggi Oscurità Elettronica: No (USB4F01341)
Strobo/Lampada Abilitato: No (USB4F01341)
Correct for Detector Non-linearity: No (USB4F01341)
Correggi Stray Light: No (USB4F01341)
Numero di Pixel nello Spettro Elaborato: 3648
>>>>>Comincia Dati dello Spettro Elaborati<<<<<
0,00	129,027
1,00	129,027
2,00	129,027
3,00	-269,826
4,00	113,468
5,00	-124,414
6,00	-40,660
7,00	-0,485
8,00	94,866
9,00	880,167
10,00	-131,400
11,00	168,149
12,00	-48,754
13,00	80,095
14,00	-214,370
15,00	367,782
16,00	-121,667
17,00	-63,154
18,00	2,900
19,00	12,470
20,00	5,010
21,00	9,998
22,00	5,751
23,00	11,270
24,00	13,970
25,00	7,603
26,00	-2,978
27,00	7,409
28,00	-1,813
29,00	0,344
30,00	5,249
31,00	9,859
32,00	10,808
33,00	3,913
34,00	8,947
35,00	-3,700
36,00	2,962
37,00	2,169
38,00	6,605
39,00	-0,694
40,00	2,026
41,00	7,087
42,00	0,373
43,00	2,801
44,00	8,431
45,00	5,794
46,00	1,993
47,00	9,393
48,00	5,259
49,00	6,487
50,00	6,155
51,00	10,626
52,00	5,283
53,00	0,902
54,00	4,685
55,00	4,510
56,00	3,718
57,00	-0,968
58,00	3,894
59,00	5,400
60,00	6,925
61,00	5,992
62,00	2,799
63,00	3,730
64,00	2,028
65,00	1,356
66,00	4,342
67,00	1,949
68,00	7,946
69,00	6,356
70,00	5,678
71,00	2,509
72,00	8,080
73,00	4,520
74,00	3,198
75,00	4,602
76,00	5,971
77,00	4,426
78,00	8,720
79,00	3,497
80,00	-0,489
81,00	1,068
82,00	0,404
83,00	4,283
84,00	3,887
85,00	1,818
86,00	5,704
87,00	1,824
88,00	4,223
89,00	8,370
90,00	4,109
91,00	6,479
92,00	6,883
93,00	7,138
94,00	3,563
95,00	1,689
96,00	4,230
97,00	4,408
98,00	2,631
99,00	2,763
100,00	5,136
101,00	0,965
102,00	3,637
103,00	0,842
104,00	1,489
105,00	3,192
106,00	0,882
107,00	5,211
108,00	1,554
109,00	2,575
110,00	2,810
111,00	2,947
112,00	2,294
113,00	0,208
114,00	2,247
115,00	2,911
116,00	3,729
117,00	0,061
118,00	1,453
119,00	2,752
120,00	1,900
121,00	2,221
122,00	1,474
123,00	-0,536
124,00	0,927
125,00	4,081
126,00	0,997
127,00	1,371
128,00	2,683
129,00	1,338
130,00	2,335
131,00	2,879
132,00	0,944
133,00	1,763
134,00	0,182
135,00	1,603
136,00	0,246
137,00	1,998
138,00	2,800
139,00	1,288
140,00	4,036
141,00	2,130
142,00	0,528
143,00	1,074
144,00	2,605
145,00	1,308
146,00	0,954
147,00	2,435
148,00	0,454
149,00	2,290
150,00	1,450
151,00	2,285
152,00	-0,823
