337.57	7.33
337.79	7.33
338.02	7.33
338.24	-5.46
338.47	1.81
338.69	-5.70
338.92	1.02
339.14	-7.38
339.36	4.91
339.59	-1.57
339.81	9.49
340.04	-0.69
340.26	0.82
340.49	-2.50
340.71	-1.06
340.93	-2.91
341.16	4.77
341.38	-7.24
341.61	5.87
341.83	-0.75
342.05	-6.01
342.28	-0.41
342.50	1.81
342.73	6.79
342.95	9.28
343.17	5.94
343.40	0.95
343.62	2.01
343.85	5.01
344.07	-12.91
344.29	3.89
344.52	5.32
344.74	-1.95
344.97	-0.14
345.19	-0.52
345.41	-3.04
345.64	4.81
345.86	-11.64
346.08	6.93
346.31	4.81
346.53	1.63
346.76	-4.85
346.98	-1.37
347.20	5.80
347.43	4.02
347.65	-2.73
347.87	6.72
348.10	-7.27
348.32	8.12
348.54	0.30
348.77	4.19
348.99	4.02
349.21	4.09
349.44	-3.18
349.66	-0.55
349.88	0.41
350.11	8.67
350.33	-0.99
350.55	7.16
350.78	-2.43
351.00	11.94
351.22	7.06
351.45	8.70
351.67	1.50
351.89	15.32
352.12	-2.73
352.34	1.81
352.56	5.32
352.79	13.17
353.01	3.41
353.23	5.59
353.45	5.97
353.68	4.60
353.90	-2.19
354.12	11.40
354.35	-3.79
354.57	4.54
354.79	10.17
355.01	6.21
355.24	-3.52
355.46	5.05
355.68	-0.24
355.91	5.80
356.13	0.37
356.35	7.68
356.57	-2.29
356.80	4.50
357.02	3.20
357.24	2.32
357.46	0.41
357.69	5.94
357.91	-2.15
358.13	17.81
358.35	-7.14
358.58	4.64
358.80	-1.37
359.02	10.54
359.24	5.22
359.47	6.04
359.69	-1.44
359.91	2.32
360.13	-2.22
360.36	6.96
360.58	6.04
360.80	2.04
361.02	-1.68
361.25	5.83
361.47	2.86
361.69	-5.12
361.91	-1.98
362.13	9.72
362.36	-0.75
362.58	4.88
362.80	-2.02
363.02	10.13
363.25	1.26
363.47	7.81
363.69	8.09
363.91	8.05
364.13	1.09
364.36	9.38
364.58	6.55
364.80	5.63
365.02	-0.48
365.24	2.32
365.47	3.75
365.69	5.70
365.91	-2.56
366.13	3.75
366.35	0.27
366.57	4.37
366.80	6.24
367.02	14.06
