430	20	5	138	34
440	27	5	168	26
450	33	5	211	26
455	36	5	220	19
460	40	5	240	20
465	47	5	268	22
470	54	6	299	26
472	56	6	313	26
474	59	6	327	28
476	61	6	335	26
478	62	6	341	29
480	63	6	340	21
482	63	6	313	25
489	63	6	358	24
495	62	6	384	24
500	60	6	437	70
505	59	6	462	25
510	55	6	530	29
515	47	5	623	17
517	41	5	662	18
519	37	5	703	32
521	33	5	746	26
525	24	5	810	33
527	20	5	806	31
529	17	5	892	32
